text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword
"mình ngội sang ngày thứ ba vẫn thấy gầu nhé , chắc phải duy trì đều đặn nnhư các loại dầu gội thông thường .","mình ngội sang ngày thứ ba vẫn thấy gầu nhé , chắc phải duy_trì đều_đặn nnhư các loại dầu_gội thông_thường .",3,trung lập,"mình ngội sang ngày thứ ba vẫn thấy gầu nhé , chắc phải duy_trì đều_đặn nnhư các loại dầu_gội thông_thường .","mình ng@@ ội sang ngày thứ ba vẫn thấy gầu nhé , chắc phải duy_trì đều_đặn n@@ như các loại dầu_gội thông_thường ."
quá tuyệt vời,quá tuyệt_vời,5,tích cực,quá tuyệt_vời,quá tuyệt_vời
Chất lượng ok. Hiệu quả thấy rõ sao một lần gọi.,chất_lượng lượng ok . hiệu_quả thấy rõ sao một lần gọi .,5,tích cực,chất_lượng lượng ok . hiệu_quả thấy rõ sao một lần gọi .,chất_lượng lượng ok . hiệu_quả thấy rõ sao một lần gọi .
Trị gàu hay nhưng lâu không sử dụng có thể bị gàu lại,trị gàu hay nhưng lâu không sử_dụng có_thể bị gàu lại,5,tích cực,trị gàu hay nhưng lâu không sử_dụng có_thể bị gàu lại,trị gàu hay nhưng lâu không sử_dụng có_thể bị gàu lại
"Sản phẩm thì mình dùng trước đó rồi, sản phảm trị gàu và nấm da đầu hiệu quả Ai đang bị nhiều thì cứ 1 tuần 2 lần. Sau đó duy trì 1 tuần 1 lần để ko bị tái lại Gội thì ủ tầm 2-3 phút rồi xả với nước Gội xong thì rít cứng tóc nên mấy bạn dùng thêm dầu xả tóc nữa cho mềm mượt","sản_phẩm thì mình dùng trước đó rồi , sản_phảm trị_gàu và nấm da đầu hiệu_quả ai đang bị nhiều thì cứ 1 tuần 2 lần . sau đó duy_trì 1 tuần 1 lần để không bị tái lại gội thì ủ tầm 2 3 phút rồi xả với nước gội xong thì rít cứng_tóc nên mấy bạn dùng thêm dầu xả tóc nữa cho mềm mượt",5,tích cực,"sản_phẩm thì mình dùng trước đó rồi , sản_phảm_trị_gàu và nấm da đầu hiệu_quả ai đang bị nhiều thì cứ 1 tuần 2 lần . sau đó duy_trì 1 tuần 1 lần để không bị tái lại gội thì ủ tầm 2 3 phút rồi xả với nước gội xong thì rít cứng_tóc nên mấy bạn dùng thêm dầu xả tóc nữa cho mềm mượt","sản_phẩm thì mình dùng trước đó rồi , sản_@@ ph@@ ảm trị_@@ gàu và nấm da đầu hiệu_quả ai đang bị nhiều thì cứ 1 tuần 2 lần . sau đó duy_trì 1 tuần 1 lần để không bị tái lại gội thì ủ tầm 2 3 phút rồi xả với nước gội xong thì rít cứ@@ ng_tóc nên mấy bạn dùng thêm dầu xả tóc nữa cho mềm mượt"
"lần đầu sử dụng nhờ xem review trên mạng, rất bất ngờ là hết gàu sau 2 lần gội. sau đó ko sử dụng nữa thì cũng ko thấy bị gàu lại","lần đầu sử_dụng nhờ xem review trên mạng , rất bất_ngờ là hết gàu sau 2 lần gội . sau đó không sử_dụng nữa thì cũng không thấy bị gàu lại",5,tích cực,"lần đầu sử_dụng nhờ xem review trên mạng , rất bất_ngờ là hết gàu sau 2 lần gội . sau đó không sử_dụng nữa thì cũng không thấy bị gàu lại","lần đầu sử_dụng nhờ xem review trên mạng , rất bất_ngờ là hết gàu sau 2 lần gội . sau đó không sử_dụng nữa thì cũng không thấy bị gàu lại"
"Chai bé bằng bàn tay, mùi thuốc bị hôi nồng trong mũi sau khi gội đầu dù nước xà bông không vô mũi, nhưng sau khi gội thì đầu mình không bị ngứa do gàu nữa, dù nhỏ nhưng thuốc rất đặc nên sử dụng rất lâu, mình gội xong thì cũng không bị khó chịu da đầu, sản phẩm rất tốt","chai bé bằng bàn_tay , mùi thuốc bị hôi_nồng trong mũi sau khi gội đầu dù nước xà_bông không vô_mũi , nhưng sau khi gội thì đầu mình không bị ngứa do gàu nữa , dù nhỏ nhưng thuốc rất đặc nên sử_dụng rất lâu , mình gội xong thì cũng không bị khó_chịu da đầu , sản_phẩm rất tốt",5,tích cực,"chai bé bằng bàn_tay , mùi thuốc bị hôi_nồng trong mũi sau khi gội đầu dù nước xà_bông không vô_mũi , nhưng sau khi gội thì đầu mình không bị ngứa do gàu nữa , dù nhỏ nhưng thuốc rất đặc nên sử_dụng rất lâu , mình gội xong thì cũng không bị khó_chịu da đầu , sản_phẩm rất tốt","chai bé bằng bàn_tay , mùi thuốc bị hôi_@@ nồng trong mũi sau khi gội đầu dù nước xà_bông không vô_@@ mũi , nhưng sau khi gội thì đầu mình không bị ngứa do gàu nữa , dù nhỏ nhưng thuốc rất đặc nên sử_dụng rất lâu , mình gội xong thì cũng không bị khó_chịu da đầu , sản_phẩm rất tốt"
"sử dụng loại này mãng gàu, đỏ da đầu và ngứa hết thật sự, mình dùng được 1 tuần mà hết gàu và ngứa nên mua thêm. sp mình tìm kiếm lâu nay","sử_dụng loại này mãng_gàu , đỏ da_đầu và ngứa hết thật_sự , mình dùng được 1 tuần mà hết gàu và ngứa nên mua thêm . sp mình tìm_kiếm lâu_nay",5,tích cực,"sử_dụng loại này mãng_gàu , đỏ_da_đầu và ngứa hết thật_sự , mình dùng được 1 tuần mà hết gàu và ngứa nên mua thêm . sp mình tìm_kiếm lâu_nay","sử_dụng loại này mãng_@@ gàu , đỏ da_@@ đầu và ngứa hết thật_sự , mình dùng được 1 tuần mà hết gàu và ngứa nên mua thêm . sp mình tìm_kiếm lâu_nay"
sản phẩm ok,sản_phẩm ok,4,tích cực,sản_phẩm ok,sản_phẩm ok
nhanh,nhanh,5,tích cực,nhanh,nhanh
Sản phẩm rất tốt giúp giảm da đầu bị gàu và nấm .,sản_phẩm rất tốt giúp giảm da đầu bị gàu và nấm .,5,tích cực,sản_phẩm rất tốt giúp giảm da đầu bị gàu và nấm .,sản_phẩm rất tốt giúp giảm da đầu bị gàu và nấm .
Ggggg,g,5,tích cực,g,g
"sản phẩm chất lượng tốt, hài lòng !","sản_phẩm chất_lượng lượng tốt , hài_lòng !",5,tích cực,"sản_phẩm chất_lượng_lượng tốt , hài_lòng !","sản_phẩm chất_lượng lượng tốt , hài_lòng !"
giao hàng nhanh .chưa sử dụng nên k biết hiệu quả thế nào,giao hàng nhanh . chưa sử_dụng nên không biết hiệu_quả thế_nào,5,tích cực,giao hàng nhanh . chưa sử_dụng nên không biết hiệu_quả thế_nào,giao hàng nhanh . chưa sử_dụng nên không biết hiệu_quả thế_nào
ok nên dùng,ok nên dùng,5,tích cực,ok nên dùng,ok nên dùng
sản phẩm chất lượng,sản_phẩm chất_lượng lượng,5,tích cực,sản_phẩm chất_lượng lượng,sản_phẩm chất_lượng lượng
rất ok,rất ok,5,tích cực,rất ok,rất ok
gội mới 1 lần mà thấy giảm ngứa tốt .,gội mới 1 lần mà thấy giảm ngứa tốt .,4,tích cực,gội mới 1 lần mà thấy giảm ngứa tốt .,gội mới 1 lần mà thấy giảm ngứa tốt .
Tot,tot,5,tích cực,tot,to@@ t
"Dầu gội này có thật sự hết gàu không ạ , cảm ơn shop mình đã nhận hàng thành công","dầu_gội này có thật_sự hết gàu không ạ , cảm_ơn shop mình đã nhận hàng thành_công",5,tích cực,"dầu_gội này có thật_sự hết gàu không ạ , cảm_ơn shop mình đã nhận hàng thành_công","dầu_gội này có thật_sự hết gàu không ạ , cảm_ơn shop mình đã nhận hàng thành_công"
"Sản phầm tốt, gội 2, 3 lần giảm gàu rõ rệt.","sản phầm tốt , gội 2 , 3 lần giảm gàu rõ_rệt .",5,tích cực,"sản phầm tốt , gội 2 , 3 lần giảm gàu rõ_rệt .","sản phầm tốt , gội 2 , 3 lần giảm gàu rõ_rệt ."
sp tốt. chai nhỏ xinh thuận tiện mang du lịch,sp tốt . chai nhỏ xinh_thuận_tiện mang du_lịch,5,tích cực,sp tốt . chai nhỏ xinh_thuận_tiện mang du_lịch,sp tốt . chai nhỏ xi@@ nh_th@@ u@@ ậ@@ n_tiện mang du_lịch
Dùng nhiều lần khá tốt,dùng nhiều lần khá tốt,5,tích cực,dùng nhiều lần khá tốt,dùng nhiều lần khá tốt
đhk,đhk,5,tích cực,đhk,đ@@ h@@ k
"chai nhỏ hơn tưởng tượng, đúng mô tả, giao hàng nhanh, đóng gói đẹp","chai nhỏ hơn tưởng_tượng , đúng mô_tả , giao hàng nhanh , đóng_gói đẹp",5,tích cực,"chai nhỏ hơn tưởng_tượng , đúng mô_tả , giao hàng nhanh , đóng_gói đẹp","chai nhỏ hơn tưởng_tượng , đúng mô_tả , giao hàng nhanh , đóng_gói đẹp"
"Tôi rất thích sản phẩm này, da tôi bị gàu rất nhiều, sử dụng thấy có giảm.","tôi rất thích sản_phẩm này , da tôi bị gàu rất nhiều , sử_dụng thấy có giảm .",5,tích cực,"tôi rất thích sản_phẩm này , da tôi bị gàu rất nhiều , sử_dụng thấy có giảm .","tôi rất thích sản_phẩm này , da tôi bị gàu rất nhiều , sử_dụng thấy có giảm ."
dầu gội sạch gầu.,dầu gội sạch gầu .,5,tích cực,dầu gội sạch gầu .,dầu gội sạch gầu .
Tốt,tốt,5,tích cực,tốt,tốt
"Mới gội lần đầu đã thấy rất sạch. Cực kì ưng ý. Mỗi tội chai dầu gội nhỏ quá, mỗi lần xài mình đều phải ráng chắt chiu.","mới gội lần đầu đã thấy rất sạch . cực_kì ưng_ý . mỗi tội chai dầu_gội nhỏ quá , mỗi lần dùng mình đều phải ráng chắt_chiu .",5,tích cực,"mới gội lần đầu đã thấy rất sạch . cực_kì ưng_ý . mỗi tội chai dầu_gội nhỏ quá , mỗi lần dùng mình đều phải ráng chắt_chiu .","mới gội lần đầu đã thấy rất sạch . cực_kì ưng_ý . mỗi tội chai dầu_gội nhỏ quá , mỗi lần dùng mình đều phải ráng chắt_chiu ."
"xài tốt, có điều nếu sử dụng dầu gội này thường xuyên thì sẽ bị khô tóc, nên sử dụng kèm dầu xả ( không nhất thiết phải sử dụng dầu xả cùng hãng)","dùng tốt , có_điều nếu sử_dụng dầu_gội này thường_xuyên thì sẽ bị khô tóc , nên sử_dụng kèm dầu_xả không nhất_thiết phải sử_dụng dầu_xả cùng hãng",4,tích cực,"dùng tốt , có_điều nếu sử_dụng dầu_gội này thường_xuyên thì sẽ bị khô tóc , nên sử_dụng kèm dầu_xả không nhất_thiết phải sử_dụng dầu_xả cùng hãng","dùng tốt , có_điều nếu sử_dụng dầu_gội này thường_xuyên thì sẽ bị khô tóc , nên sử_dụng kèm dầu_@@ xả không nhất_thiết phải sử_dụng dầu_@@ xả cùng hãng"
tôt,tôt,5,tích cực,tôt,tô@@ t
Rất tốt,rất tốt,5,tích cực,rất tốt,rất tốt
nhanh tiện lợi tốt,nhanh tiện_lợi tốt,5,tích cực,nhanh tiện_lợi tốt,nhanh tiện_lợi tốt
"đã dùng thấy rất hiệu quả, gầu sẽ hết sau lần gội thứ 3. nên duy trì mỗi tuần gội 1 lần.","đã dùng thấy rất hiệu_quả , gầu sẽ hết sau lần gội thứ 3 . nên duy_trì mỗi tuần_gội 1 lần .",5,tích cực,"đã dùng thấy rất hiệu_quả , gầu sẽ hết sau lần gội thứ 3 . nên duy_trì mỗi tuần_gội 1 lần .","đã dùng thấy rất hiệu_quả , gầu sẽ hết sau lần gội thứ 3 . nên duy_trì mỗi tuần_@@ gội 1 lần ."
giá rẻ dùng tốt,giá rẻ dùng tốt,5,tích cực,giá rẻ dùng tốt,giá rẻ dùng tốt
ai cũng nx tốt mà mình dùng lại ko hết gàu,ai cũng nữa tốt mà mình dùng lại không hết gàu,1,tích cực,ai cũng nữa tốt mà mình dùng lại không hết gàu,ai cũng nữa tốt mà mình dùng lại không hết gàu
Sản phẩm có hiệu quả tốt.,sản_phẩm có hiệu_quả tốt .,5,tích cực,sản_phẩm có hiệu_quả tốt .,sản_phẩm có hiệu_quả tốt .
Chất lượng khá ok.lsau sẽ mua tiếp,chất_lượng lượng khá ok.lsau sẽ mua tiếp,4,tích cực,chất_lượng lượng khá ok.lsau sẽ mua tiếp,chất_lượng lượng khá ok@@ .@@ l@@ sau sẽ mua tiếp
"sản phẩm dùng tốt, hết gàu ngay lần gội đầu tiên Tuy nhiên theo hướng dẫn thì vẫn tiếp tục sử dụng để gàu không quay lại, không những hết gầu tóc mình con rất ít đổ dầu. mỗi tội hơi khô tóc phải dùng thêm dầu xả","sản_phẩm dùng tốt , hết gàu ngay lần gội đầu_tiên tuy_nhiên theo hướng_dẫn thì vẫn tiếp_tục sử_dụng để gàu không quay lại , không_những hết gầu tóc mình con rất ít đổ dầu . mỗi tội hơi khô tóc phải dùng thêm dầu xả",5,tích cực,"sản_phẩm dùng tốt , hết gàu ngay lần gội đầu_tiên tuy_nhiên theo hướng_dẫn thì vẫn tiếp_tục_sử_dụng để gàu không quay lại , không_những hết gầu tóc mình con rất ít đổ dầu . mỗi tội hơi khô tóc phải dùng thêm dầu xả","sản_phẩm dùng tốt , hết gàu ngay lần gội đầu_tiên tuy_nhiên theo hướng_dẫn thì vẫn tiếp_tục sử_dụng để gàu không quay lại , không_những hết gầu tóc mình con rất ít đổ dầu . mỗi tội hơi khô tóc phải dùng thêm dầu xả"
"Sản phẩm rất tốt, rất tốt","sản_phẩm rất tốt , rất tốt",5,tích cực,"sản_phẩm rất tốt , rất tốt","sản_phẩm rất tốt , rất tốt"
"Đóng gói chuẩn, chưa dùng nhưng ban đầu thấy hài lòng","đóng_gói chuẩn , chưa dùng nhưng ban_đầu thấy hài_lòng",5,tích cực,"đóng_gói chuẩn , chưa dùng nhưng ban_đầu thấy hài_lòng","đóng_gói chuẩn , chưa dùng nhưng ban_đầu thấy hài_lòng"
"Sản phẩm tốt, gội rất sạch gàu, dầu gội thơm mùi dễ chịu. Mình đã mua lần thứ 2 để sử dụng.","sản_phẩm tốt , gội rất sạch_gàu , dầu_gội thơm mùi dễ_chịu . mình đã mua lần thứ 2 để sử_dụng .",5,tích cực,"sản_phẩm tốt , gội rất sạch_gàu , dầu_gội thơm mùi dễ_chịu . mình đã mua lần thứ 2 để sử_dụng .","sản_phẩm tốt , gội rất sạch_@@ gàu , dầu_gội thơm mùi dễ_chịu . mình đã mua lần thứ 2 để sử_dụng ."
"Sản Phẩm Dùng Tốt, hết ngứa, hết gàu, mỗi tội ai thích mùi thơm thì chắc ko thích mùi dầu gội này.","sản_phẩm dùng tốt , hết ngứa , hết gàu , mỗi tội ai thích mùi thơm thì chắc không thích mùi dầu_gội này .",5,tích cực,"sản_phẩm dùng tốt , hết ngứa , hết gàu , mỗi tội ai thích mùi thơm thì chắc không thích mùi dầu_gội này .","sản_phẩm dùng tốt , hết ngứa , hết gàu , mỗi tội ai thích mùi thơm thì chắc không thích mùi dầu_gội này ."
"Sản phẩm xài tốt, hết gàu nhưng phải duy trì.","sản_phẩm dùng tốt , hết gàu nhưng phải duy_trì .",5,tích cực,"sản_phẩm dùng tốt , hết gàu nhưng phải duy_trì .","sản_phẩm dùng tốt , hết gàu nhưng phải duy_trì ."
Sản phẩm của thương hiệu lớn nên rất tin tưởng,sản_phẩm của thương_hiệu lớn nên rất tin_tưởng,5,tích cực,sản_phẩm của thương_hiệu lớn nên rất tin_tưởng,sản_phẩm của thương_hiệu lớn nên rất tin_tưởng
"hàng tốt, giao nhanh, đóng gói kỹ lưỡng","hàng tốt , giao nhanh , đóng_gói kỹ_lưỡng",5,tích cực,"hàng tốt , giao nhanh , đóng_gói kỹ_lưỡng","hàng tốt , giao nhanh , đóng_gói kỹ_lưỡng"
sản phầm dùng ok nhưng bạn nào tóc bết mà dùg thì gội đc 1 hôm là tóc bết rồi,sản phầm dùng ok nhưng bạn nào tóc bết mà dùg thì gội được 1 hôm là tóc bết rồi,5,tích cực,sản phầm dùng ok nhưng bạn nào tóc bết mà dùg thì gội được 1 hôm là tóc bết rồi,sản phầm dùng ok nhưng bạn nào tóc bết mà dù@@ g thì gội được 1 hôm là tóc bết rồi
Sản phẩm tốt thật xài có cảm giác đỡ ngứa da đầu hơn,sản_phẩm tốt thật dùng có cảm_giác đỡ ngứa da đầu hơn,5,tích cực,sản_phẩm tốt thật dùng có cảm_giác đỡ ngứa da đầu hơn,sản_phẩm tốt thật dùng có cảm_giác đỡ ngứa da đầu hơn
"Mình mới dùng thử một lần, thấy được, ko biết có tác dụng ko. để dùng tiếp đã","mình mới dùng thử một lần , thấy được , không biết có tác_dụng không . để dùng tiếp đã",5,tích cực,"mình mới dùng thử một lần , thấy được , không biết có tác_dụng không . để dùng tiếp đã","mình mới dùng thử một lần , thấy được , không biết có tác_dụng không . để dùng tiếp đã"
dau goi co td tri giau rat tot nhung gia co hoi mac!,dau goi co td_tri giau rat tot nhung_gia co_hoi mac !,5,tích cực,dau goi co_td_tri giau rat tot nhung_gia co_hoi mac !,d@@ au go@@ i co td@@ _tri gi@@ au rat to@@ t nh@@ ung_@@ gia co_@@ hoi mac !
Sạch gầu trong 1 lần gội...,sạch gầu trong 1 lần gội .,5,tích cực,sạch gầu trong 1 lần gội .,sạch gầu trong 1 lần gội .
"Sản phẩm âu kê lắm lắm nha. Gội 1 lần là bớt ngứa liền ah, hiệu quả ngay ngay luôn ấy. Tuy nhiên là mùi thuốc hơi gắt. Do mình bị nhạy mùi quá. Với thành viên khác trong nhà thì mùi ổn. Chắc mình hơi khó và khác biệt.","sản_phẩm âu_kê lắm lắm nha . gội 1 lần là bớt ngứa liền ah , hiệu_quả ngay ngay luôn ấy . tuy_nhiên là mùi thuốc hơi gắt . do mình bị nhạy mùi quá . với thành_viên khác trong nhà thì mùi ổn . chắc mình hơi khó và khác_biệt .",5,tích cực,"sản_phẩm âu_kê lắm lắm nha . gội 1 lần là bớt ngứa liền ah , hiệu_quả ngay ngay luôn ấy . tuy_nhiên là mùi thuốc hơi gắt . do mình bị nhạy mùi quá . với thành_viên khác trong nhà thì mùi ổn . chắc mình hơi khó và khác_biệt .","sản_phẩm âu_@@ kê lắm lắm nha . gội 1 lần là bớt ngứa liền ah , hiệu_quả ngay ngay luôn ấy . tuy_nhiên là mùi thuốc hơi gắt . do mình bị nhạy mùi quá . với thành_viên khác trong nhà thì mùi ổn . chắc mình hơi khó và khác_biệt ."
"- sản phẩm có tác dụng và cần sử dụng lâu dài, vì nếu ngưng, gàu sẽ quay trở lại - sau khi gội rất khô, mọi người nên sử dụng thêm dưỡng ẩm - khi tình trạng ổn rồi thì giảm tần suất sử dụng xuống tầm 2 lần/ tuần thôi","sản_phẩm có tác_dụng và cần sử_dụng lâu_dài , vì nếu ngưng , gàu sẽ quay trở_lại sau khi gội rất khô , mọi người nên sử_dụng thêm dưỡng_ẩm khi tình_trạng ổn rồi thì giảm tần_suất sử_dụng xuống tầm 2 lần tuần thôi",4,tích cực,"sản_phẩm có tác_dụng và cần sử_dụng lâu_dài , vì nếu ngưng , gàu sẽ quay trở_lại sau khi gội rất khô , mọi người nên sử_dụng thêm dưỡng_ẩm khi tình_trạng ổn rồi thì giảm tần_suất sử_dụng xuống tầm 2 lần tuần thôi","sản_phẩm có tác_dụng và cần sử_dụng lâu_dài , vì nếu ngưng , gàu sẽ quay trở_lại sau khi gội rất khô , mọi người nên sử_dụng thêm dưỡng_@@ ẩm khi tình_trạng ổn rồi thì giảm tần_suất sử_dụng xuống tầm 2 lần tuần thôi"
"Trước đây đầu rất hay ngứa, từ lúc dùng selsun 2 lần/tuần tình trạng ngứa giảm hẳn. Sẽ dùng dài dài.","trước_đây đầu rất hay ngứa , từ lúc dùng selsun 2 lần tuần tình_trạng ngứa giảm hẳn . sẽ dùng dài_dài .",5,tích cực,"trước_đây đầu rất hay ngứa , từ lúc dùng selsun 2 lần tuần tình_trạng ngứa giảm hẳn . sẽ dùng dài_dài .","trước_đây đầu rất hay ngứa , từ lúc dùng sel@@ sun 2 lần tuần tình_trạng ngứa giảm hẳn . sẽ dùng dài_dài ."
"Mùi hơi khó chịu, tóc hơi khô. Tuy nhiên hiệu quả sạch gàu tuyệt vời, không thấy ngứa luôn","mùi hơi khó_chịu , tóc hơi khô . tuy_nhiên hiệu_quả sạch_gàu tuyệt_vời , không thấy ngứa luôn",5,tích cực,"mùi hơi khó_chịu , tóc hơi khô . tuy_nhiên hiệu_quả sạch_gàu tuyệt_vời , không thấy ngứa luôn","mùi hơi khó_chịu , tóc hơi khô . tuy_nhiên hiệu_quả sạch_@@ gàu tuyệt_vời , không thấy ngứa luôn"
"Sản phẩm có hiệu quả thật! Giảm gàu và ngứa thấy rõ. Bình thường mình gội đầu chỉ sau 1 ngày là bắt đầu ngứa ngứa và gàu lại rụng trở lại, giờ có thể yên tâm là trời lạnh lười gội đầu tí cũng được, 3 ngày mà đầu vẫn ko ngứa và gàu thì gần như ko có","sản_phẩm có hiệu_quả_thật ! giảm gàu và ngứa thấy rõ . bình_thường mình gội đầu chỉ sau 1 ngày là bắt_đầu ngứa_ngứa và gàu lại rụng trở_lại , giờ có_thể yên_tâm là trời lạnh lười_gội đầu tí cũng được , 3 ngày mà đầu vẫn không ngứa và gàu thì gần như không có",5,tích cực,"sản_phẩm có hiệu_quả_thật ! giảm gàu và ngứa thấy rõ . bình_thường mình gội đầu chỉ sau 1 ngày là bắt_đầu_ngứa_ngứa và gàu lại rụng trở_lại , giờ có_thể yên_tâm là trời lạnh lười_gội đầu tí cũng được , 3 ngày mà đầu vẫn không ngứa và gàu thì gần như không có","sản_phẩm có hiệu_@@ quả_thật ! giảm gàu và ngứa thấy rõ . bình_thường mình gội đầu chỉ sau 1 ngày là bắt_đầu ngứa_@@ ngứa và gàu lại rụng trở_lại , giờ có_thể yên_tâm là trời lạnh lười_@@ gội đầu tí cũng được , 3 ngày mà đầu vẫn không ngứa và gàu thì gần như không có"
"Mới đầu gội thì mình thấy k có tác dụng thậm chí gàu còn nhiều hơn nhưng sử dụng dc 2,3 lần thấy giảm hẳn. Theo mình thấy nếu bị gàu nhiều thì nên mua kết hợp với gội đầu đúng cách thì đảm bảo sẽ có một quả đầu sạch sẽ và không bị gàu nữa :3","mới đầu_gội thì mình thấy không có tác_dụng thậm_chí gàu còn nhiều hơn nhưng sử_dụng được 2,3 lần thấy giảm hẳn . theo mình thấy nếu bị gàu nhiều thì nên mua kết_hợp với gội đầu đúng cách thì đảm_bảo sẽ có một quả đầu sạch_sẽ và không bị gàu nữa 3",5,tích cực,"mới đầu_gội thì mình thấy không có tác_dụng thậm_chí gàu còn nhiều hơn nhưng sử_dụng được 2,3 lần thấy giảm hẳn . theo mình thấy nếu bị gàu nhiều thì nên mua kết_hợp với gội đầu đúng cách thì đảm_bảo sẽ có một quả đầu sạch_sẽ và không bị gàu nữa 3","mới đầu_@@ gội thì mình thấy không có tác_dụng thậm_chí gàu còn nhiều hơn nhưng sử_dụng được 2,3 lần thấy giảm hẳn . theo mình thấy nếu bị gàu nhiều thì nên mua kết_hợp với gội đầu đúng cách thì đảm_bảo sẽ có một quả đầu sạch_sẽ và không bị gàu nữa 3"
"vừa dùng chưa biết thế nào tạm thời cho 3sao ,dùng thêm vài lần nữa mới biết chính xác đc","vừa dùng chưa biết thế_nào tạm_thời cho 3 sao , dùng thêm vài lần nữa mới biết chính_xác được",3,trung lập,"vừa dùng chưa biết thế_nào tạm_thời cho 3 sao , dùng thêm vài lần nữa mới biết chính_xác được","vừa dùng chưa biết thế_nào tạm_thời cho 3 sao , dùng thêm vài lần nữa mới biết chính_xác được"
"sản phẩm trị gàu rất tốt, mn nên sd thử, có điều sẽ bị khô tóc","sản_phẩm trị_gàu rất tốt , mọi người nên sd thử , có_điều sẽ bị khô tóc",5,tích cực,"sản_phẩm trị_gàu rất tốt , mọi người nên sd thử , có_điều sẽ bị khô tóc","sản_phẩm trị_@@ gàu rất tốt , mọi người nên s@@ d thử , có_điều sẽ bị khô tóc"
Sp okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,sp ok,5,tích cực,sp ok,sp ok
"Gội chưa hết chai nhỏ đã hết gàu rồi,rất ưng sản phẩm này","gội chưa hết chai nhỏ đã hết gàu rồi , rất ưng sản_phẩm này",5,tích cực,"gội chưa hết chai nhỏ đã hết gàu rồi , rất ưng_sản_phẩm này","gội chưa hết chai nhỏ đã hết gàu rồi , rất ưng sản_phẩm này"
Sản phẩm phù hợp với mình - đầu hết gầu - thanks tiki,sản_phẩm phù_hợp với mình đầu hết gầu thanks tiki,5,tích cực,sản_phẩm phù_hợp với mình đầu hết gầu thanks tiki,sản_phẩm phù_hợp với mình đầu hết gầu than@@ ks ti@@ ki
Sản phẩm tốt hơn mong đợi mình sẽ tiếp tục ủng hộ kít ti,sản_phẩm tốt hơn mong_đợi mình sẽ tiếp_tục ủng_hộ kít_ti,5,tích cực,sản_phẩm tốt hơn mong_đợi mình sẽ tiếp_tục ủng_hộ kít_ti,sản_phẩm tốt hơn mong_đợi mình sẽ tiếp_tục ủng_hộ kí@@ t_t@@ i
"Mình đã dùng gần hết chai 50ml này trong 1 tháng. Giá sp so với thời gian sử dụng là hơi đắt, nhưng hiệu quả khá tốt. Mình gội 2 lần/tuần, kết hợp với dầu xả thì thấy da đầu đỡ ngứa hẳn, gàu cũng giảm, các vết sưng tấy trên da đầu cũng đỡ hơn. Tuy nhiên đầu mình vẫn ra dầu nên tóc vẫn bết rất nhanh.","mình đã dùng gần hết chai 50 ml này trong 1 tháng . giá sp so với thời_gian sử_dụng là hơi đắt , nhưng hiệu_quả khá tốt . mình gội 2 lần tuần , kết_hợp với dầu_xả thì thấy da đầu đỡ ngứa hẳn , gàu cũng giảm , các vết sưng tấy trên da đầu cũng đỡ hơn . tuy_nhiên đầu mình vẫn ra dầu nên tóc vẫn bết rất nhanh .",5,tích cực,"mình đã dùng gần hết chai 50 ml này trong 1 tháng . giá sp so với thời_gian sử_dụng là hơi đắt , nhưng hiệu_quả khá tốt . mình gội 2 lần tuần , kết_hợp với dầu_xả thì thấy da đầu đỡ ngứa hẳn , gàu cũng giảm , các vết sưng tấy trên da đầu cũng đỡ hơn . tuy_nhiên đầu mình vẫn ra dầu nên tóc vẫn bết rất nhanh .","mình đã dùng gần hết chai 50 ml này trong 1 tháng . giá sp so với thời_gian sử_dụng là hơi đắt , nhưng hiệu_quả khá tốt . mình gội 2 lần tuần , kết_hợp với dầu_@@ xả thì thấy da đầu đỡ ngứa hẳn , gàu cũng giảm , các vết sưng tấy trên da đầu cũng đỡ hơn . tuy_nhiên đầu mình vẫn ra dầu nên tóc vẫn bết rất nhanh ."
tốt. các bạn cứ dùng thử 1 chai sẽ muốn mua thêm chai kế tiếp để dùng.,tốt . các bạn cứ dùng thử 1 chai sẽ muốn mua thêm chai kế_tiếp để dùng .,5,tích cực,tốt . các bạn cứ dùng thử 1 chai sẽ muốn mua thêm chai kế_tiếp để dùng .,tốt . các bạn cứ dùng thử 1 chai sẽ muốn mua thêm chai kế_tiếp để dùng .
không ngờ dùng có 1 tí mà sạch không còn gàu luôn .,không ngờ dùng có 1 tí mà sạch không còn gàu luôn .,5,tích cực,không ngờ dùng có 1 tí mà sạch không còn gàu luôn .,không ngờ dùng có 1 tí mà sạch không còn gàu luôn .
s đặc 2 sản phẩm cùng 1 lúc mà tiki giao 2 lần là phải tín 2 lan ship .. ...,s đặc 2 sản_phẩm cùng 1 lúc mà tiki giao 2 lần là phải tín 2 lan ship . .,2,tiêu cực,s đặc 2 sản_phẩm cùng 1 lúc mà tiki giao 2 lần là phải tín 2 lan ship . .,s đặc 2 sản_phẩm cùng 1 lúc mà ti@@ ki giao 2 lần là phải tín 2 lan ship . .
