text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword,source
"Hương vị tự nhiên tươi mát, Bao bì lạnh đảm bảo độ tươi, Bao bì tiện lợi để mang theo, Sữa chua ngon và lành mạnh, Thúc đẩy lối sống lành mạnh,","hương_vị tự_nhiên tươi_mát , bao_bì lạnh đảm_bảo độ tươi , bao_bì tiện_lợi để mang theo , sữa chua_ngon và lành_mạnh , thúc_đẩy lối sống lành_mạnh ,",5,tích cực,"hương_vị tự_nhiên tươi_mát , bao_bì lạnh đảm_bảo_độ tươi , bao_bì_tiện_lợi để mang theo , sữa chua_ngon và lành_mạnh , thúc_đẩy lối sống lành_mạnh ,","hương_vị tự_nhiên tươi_mát , bao_bì lạnh đảm_bảo độ tươi , bao_bì tiện_lợi để mang theo , sữa chua_@@ ngon và lành_mạnh , thúc_đẩy lối sống lành_mạnh ,",all_reviews
"Để đánh giá một sản phẩm, vui lòng đăng nhập vào Ứng dụng Shopee và làm theo những bước sau: Truy cập Tôi > Đánh giá (thuộc mục Đơn mua) > chọn Đánh giá trong thẻ của sản phẩm mà bạn muốn đánh giá","để đánh_giá một sản_phẩm , vui_lòng đăng_nhập vào ứng_dụng shopee và làm theo những bước sau truy_cập tôi đánh_giá thuộc mục_đơn mua chọn đánh_giá trong thẻ của sản_phẩm mà bạn muốn đánh_giá",5,tích cực,"để đánh_giá một sản_phẩm , vui_lòng đăng_nhập vào ứng_dụng shopee và làm theo những bước sau truy_cập tôi đánh_giá thuộc mục_đơn mua chọn đánh_giá trong thẻ của sản_phẩm mà bạn muốn đánh_giá","để đánh_giá một sản_phẩm , vui_lòng đăng_nhập vào ứng_dụng sho@@ pee và làm theo những bước sau truy_cập tôi đánh_giá thuộc mục_@@ đơn mua chọn đánh_giá trong thẻ của sản_phẩm mà bạn muốn đánh_giá",all_good_reviews
"Chất liệu:vải đẹp Màu sắc:trắng đẹp Đúng với mô tả:Đúng mô tả màu sắc đẹp Ái vải đẹp shipper thân thiện, nhiệt tình, vui vẻ giao hàng nhanh đóng gói hàng cẩn thận","chất_lượng liệu vải đẹp màu_sắc trắng đẹp đúng với mô_tả đúng mô_tả màu_sắc đẹp_ái vải đẹp shipper thân_thiện , nhiệt_tình , vui_vẻ giao hàng nhanh đóng_gói hàng cẩn_thận",5,tích cực,"chất_lượng_liệu vải đẹp màu_sắc trắng đẹp đúng với mô_tả đúng mô_tả màu_sắc đẹp_ái vải đẹp shipper thân_thiện , nhiệt_tình , vui_vẻ giao hàng nhanh đóng_gói hàng cẩn_thận","chất_lượng liệu vải đẹp màu_sắc trắng đẹp đúng với mô_tả đúng mô_tả màu_sắc đẹp_@@ ái vải đẹp shipper thân_thiện , nhiệt_tình , vui_vẻ giao hàng nhanh đóng_gói hàng cẩn_thận",all_good_reviews
dai,dai,5,tích cực,dai,dai,all_reviews
Tai nghe cũng ổn tai tôi săn đc 10 ka hình hình minh hoạ,tai nghe cũng ổn_tai tôi săn được 10 ka_hình hình_minh họa,5,tích cực,tai nghe cũng ổn_tai tôi săn được 10 ka_hình hình_minh họa,tai nghe cũng ổ@@ n_t@@ ai tôi săn được 10 ka_@@ hình hình_@@ minh họ@@ a,all_good_reviews
"Giao hàng nhanh, đóng gói cẩn thận. Sách in đẹp. Độ dầy vừa phải, chữ hơi nhỏ. Nội dung sách hay, rất cuốn hút, nhiều điều mọi người có thể áp dụng ngay được","giao hàng nhanh , đóng_gói cẩn_thận . sách in đẹp . độ dầy vừa_phải , chữ hơi nhỏ . nội_dung sách hay , rất cuốn_hút , nhiều điều mọi người có_thể áp_dụng ngay được",5,tích cực,"giao hàng nhanh , đóng_gói_cẩn_thận . sách in đẹp . độ dầy_vừa_phải , chữ hơi nhỏ . nội_dung sách hay , rất cuốn_hút , nhiều điều mọi người có_thể áp_dụng ngay được","giao hàng nhanh , đóng_gói cẩn_thận . sách in đẹp . độ dầy vừa_phải , chữ hơi nhỏ . nội_dung sách hay , rất cuốn_hút , nhiều điều mọi người có_thể áp_dụng ngay được",all_reviews
quần rất đẹp nha mn nên mua,quần rất đẹp_nha mọi người nên mua,5,tích cực,quần rất đẹp_nha mọi người nên mua,quần rất đẹp_@@ nha mọi người nên mua,all_reviews
"Shop Lazada chuẩn bị hàng và giáo hàng nhanh, sản phẩm chính hãng, Date xa tốt.Giá lại tốt nên mua .","shop lazada chuẩn_bị hàng và giáo_hàng nhanh , sản_phẩm chính_hãng , hạn sử_dụng xa tốt . giá lại tốt nên mua .",5,tích cực,"shop lazada chuẩn_bị hàng và giáo_hàng nhanh , sản_phẩm_chính_hãng , hạn sử_dụng xa tốt . giá lại tốt nên mua .","shop la@@ z@@ ada chuẩn_bị hàng và giáo_@@ hàng nhanh , sản_phẩm chính_@@ hãng , hạn sử_dụng xa tốt . giá lại tốt nên mua .",all_reviews
Chất liệu:vai mong nong,chất_lượng liệu vai mong nong,1,tiêu cực,chất_lượng_liệu vai mong nong,chất_lượng liệu vai mong nong,all_bad_reviews
"Màu sắc:ghi, đen Chất liệu:thun Đúng với mô tả:dung Giao hàng nhanh, gói cẩn thận, đủ hàng, ao đẹp như hình, nên mua nha","màu_sắc ghi , đen chất_lượng liệu thun đúng với mô_tả_dung giao hàng nhanh , gói cẩn_thận , đủ hàng , ao đẹp như hình , nên mua nha",5,tích cực,"màu_sắc ghi , đen chất_lượng_liệu thun đúng với mô_tả_dung giao hàng nhanh , gói cẩn_thận , đủ hàng , ao đẹp như hình , nên mua nha","màu_sắc ghi , đen chất_lượng liệu thun đúng với mô_t@@ ả@@ _d@@ ung giao hàng nhanh , gói cẩn_thận , đủ hàng , ao đẹp như hình , nên mua nha",all_good_reviews
Chất lượng sản phẩm:rất tốt Tính năng nổi bật:êm Mình rất ưng sản phẩm này ình không ngờ với mức giá này có thể rinh được sản phẩm tốt như vậy giao hàng cũng nhanh nữa,chất_lượng lượng sản_phẩm rất tốt tính_năng nổi_bật êm_mình rất ưng sản_phẩm này ình không ngờ với mức giá này có_thể rinh được sản_phẩm tốt như_vậy giao hàng cũng nhanh nữa,5,tích cực,chất_lượng lượng sản_phẩm rất tốt tính_năng nổi_bật êm_mình rất ưng_sản_phẩm này ình không ngờ với mức giá này có_thể rinh được sản_phẩm tốt như_vậy giao hàng cũng nhanh nữa,chất_lượng lượng sản_phẩm rất tốt tính_năng nổi_bật êm_@@ mình rất ưng sản_phẩm này ình không ngờ với mức giá này có_thể rinh được sản_phẩm tốt như_vậy giao hàng cũng nhanh nữa,all_good_reviews
"shop gửi hàng nhanh. áo chất mát, đúng size. mình đã mua cái thứ hai","shop gửi hàng nhanh . áo chất_lượng mát , đúng kích_cỡ . mình đã mua cái thứ hai",5,tích cực,"shop gửi hàng nhanh . áo chất_lượng mát , đúng kích_cỡ . mình đã mua cái thứ hai","shop gửi hàng nhanh . áo chất_lượng mát , đúng kích_cỡ . mình đã mua cái thứ hai",all_good_reviews
mình chx xăm thử nhưng thấy đẹp á,mình chx xăm thử nhưng thấy đẹp á,3,tích cực,mình chx xăm thử nhưng thấy đẹp á,mình ch@@ x xăm thử nhưng thấy đẹp á,all_bad_reviews
Áo vừa mua chiều giặt rách luôn chưa kịp mặc sản phẩm quá kém chất lượng,áo vừa mua chiều giặt rách luôn chưa kịp mặc sản_phẩm quá kém chất_lượng lượng,1,tiêu cực,áo vừa mua chiều giặt rách luôn chưa kịp mặc sản_phẩm quá kém chất_lượng lượng,áo vừa mua chiều giặt rách luôn chưa kịp mặc sản_phẩm quá kém chất_lượng lượng,all_bad_reviews
"Chất liệu:bình thường, 2 khoá nhựa k chắc chắn và khó gài Nhận balo về bị lỗi như video (lỗi cũng k lớn) nhưng thay vì đổ lỗi do bên vận chuyển (bán hàng mà k dám đầu tư chút xíu về khâu đóng gói hàng thì nếu có bị là do mình chớ do ai), xong qua đổ lỗi do khách làm rách thì lúc đầu shop nên xem xét kĩ và phản hồi có trách nhiệm hơn với sản phẩm của mình đã giao, thì mình đã vui vẻ thông cảm rồi. Đằng này k xem xét mà cứ giải quyết theo cách ""quơ đũa cả nắm"" cho rằng vì có những khách tự làm rách xong quay qua bắt đền shop nên cho là ai cũng vậy😡Người thì có người này người kia, đâu phải khách nào cũng như nhau. Chẳng hạn như như các shop bán hàng, đâu phải shop nào cũng có cách CSKH sau khi đã mua hàng QUÁ TỆ như shop bạn đâu. Rồi khi mình nói nếu k đồng ý đổi thì mình hoàn hàng (hoàn chỉ vì duy nhất 1 lí do là THÁI ĐỘ...) rồi shop k đổi và kêu mình hoàn hàng với lí do là hàng còn nguyên vẹn nhưng k có nhu cầu mua nữa, thì shop mới duyệt. Đưa ra cái lí do hoàn hàng cho khách QUÁ VÔ LÍ, kêu giải thích thì k giải thích (mặc dù mình thừa hiểu lí do). Xem như đây là 1 trãi nghiệm TỆÊÊÊÊÊÊÊ","chất_lượng liệu bình_thường , 2 khóa nhựa không chắc_chắn và khó gài nhận balo về bị lỗi như video lỗi cũng không lớn nhưng thay_vì đổ lỗi do bên vận_chuyển bán hàng mà không dám đầu_tư chút_xíu về khâu đóng_gói hàng thì nếu có bị là do mình chớ do ai , xong qua đổ lỗi do khách làm rách thì lúc đầu shop nên xem_xét kĩ và phản_hồi có trách_nhiệm hơn với sản_phẩm của mình đã giao , thì mình đã vui_vẻ thông_cảm rồi . đằng này không xem_xét mà cứ giải_quyết theo cách quơ_đũa cả nắm cho rằng vì có những khách tự làm rách xong quay qua bắt_đền shop nên cho là ai cũng vậy tệ người thì có người này người kia , đâu phải khách nào cũng như nhau . chẳng_hạn như như các shop bán hàng , đâu phải shop nào cũng có cách cskh sau khi đã mua hàng quá tệ như shop bạn đâu . rồi khi mình nói nếu không đồng_ý đổi thì mình hoàn_hàng hoàn chỉ vì duy_nhất 1 lí_do là thái_độ . rồi shop không đổi và kêu mình hoàn_hàng với lí_do là hàng còn nguyên_vẹn nhưng không có nhu_cầu mua nữa , thì shop mới duyệt . đưa ra cái lí_do hoàn_hàng cho khách quá vô_lí , kêu giải_thích thì không giải_thích mặc_dù mình thừa hiểu lí_do . xem như đây là 1 trãi_nghiệm tệê",1,tiêu cực,"chất_lượng_liệu bình_thường , 2 khóa nhựa không chắc_chắn và khó gài nhận balo về bị lỗi như video lỗi cũng không lớn nhưng thay_vì đổ lỗi do bên vận_chuyển bán hàng mà không dám đầu_tư chút_xíu về khâu đóng_gói hàng thì nếu có bị là do mình chớ do ai , xong qua đổ lỗi do khách làm rách thì lúc đầu shop nên xem_xét_kĩ và phản_hồi có trách_nhiệm hơn với sản_phẩm của mình đã giao , thì mình đã vui_vẻ thông_cảm rồi . đằng này không xem_xét mà cứ giải_quyết theo cách quơ_đũa cả nắm cho rằng vì có những khách tự làm rách xong quay qua bắt_đền shop nên cho là ai cũng vậy tệ người thì có người này người kia , đâu phải khách nào cũng như nhau . chẳng_hạn như như các shop bán hàng , đâu phải shop nào cũng có cách cskh sau khi đã mua hàng quá tệ như shop bạn đâu . rồi khi mình nói nếu không đồng_ý_đổi thì mình hoàn_hàng_hoàn chỉ vì duy_nhất 1 lí_do là thái_độ . rồi shop không đổi và kêu mình hoàn_hàng với lí_do là hàng còn nguyên_vẹn nhưng không có nhu_cầu mua nữa , thì shop mới duyệt . đưa ra cái lí_do hoàn_hàng cho khách quá vô_lí , kêu giải_thích thì không giải_thích mặc_dù mình thừa hiểu lí_do . xem như đây là 1 trãi_nghiệm tệê","chất_lượng liệu bình_thường , 2 khó@@ a nhựa không chắc_chắn và khó gài nhận balo về bị lỗi như video lỗi cũng không lớn nhưng thay_vì đổ lỗi do bên vận_chuyển bán hàng mà không dám đầu_tư chút_xíu về khâu đóng_gói hàng thì nếu có bị là do mình chớ do ai , xong qua đổ lỗi do khách làm rách thì lúc đầu shop nên xem_xét kĩ và phản_hồi có trách_nhiệm hơn với sản_phẩm của mình đã giao , thì mình đã vui_vẻ thông_cảm rồi . đằng này không xem_xét mà cứ giải_quyết theo cách qu@@ ơ_@@ đũa cả nắm cho rằng vì có những khách tự làm rách xong quay qua bắt_@@ đền shop nên cho là ai cũng vậy tệ người thì có người này người kia , đâu phải khách nào cũng như nhau . chẳng_hạn như như các shop bán hàng , đâu phải shop nào cũng có cách c@@ sk@@ h sau khi đã mua hàng quá tệ như shop bạn đâu . rồi khi mình nói nếu không đồng_ý đổi thì mình hoàn_@@ hàng hoàn chỉ vì duy_nhất 1 lí_do là thái_độ . rồi shop không đổi và kêu mình hoàn_@@ hàng với lí_do là hàng còn nguyên_vẹn nhưng không có nhu_cầu mua nữa , thì shop mới duyệt . đưa ra cái lí_do hoàn_@@ hàng cho khách quá vô@@ _lí , kêu giải_thích thì không giải_thích mặc_dù mình thừa hiểu lí_do . xem như đây là 1 tr@@ ãi_@@ nghiệm tệ@@ ê",all_bad_reviews
Đúng với mô tả:op okela Moi dau tuong shop giao op hong ai ngo khong phai lap lai cho cam la dung ok ngay,đúng với mô_tả op okela moi dau tuong shop giao op hong ai ngo khong phai lap_lai cho cam_la_dung ok ngay,3,tích cực,đúng với mô_tả op okela moi dau tuong shop giao op hong ai ngo khong phai lap_lai cho cam_la_dung ok ngay,đúng với mô_tả op ok@@ ela moi d@@ au tu@@ ong shop giao op hong ai ngo kh@@ ong phai la@@ p_@@ lai cho cam_@@ la_@@ dung ok ngay,all_bad_reviews
Chất lượng sản phẩm:Chấp nhận được trong tầm giá Tính năng nổi bật:nghe chống điếc là chính Nói chung dùng để nghe tạm thì được,chất_lượng lượng sản_phẩm chấp_nhận được trong tầm_giá tính_năng nổi_bật nghe chống điếc là chính nói_chung dùng để nghe tạm thì được,4,tích cực,chất_lượng lượng sản_phẩm chấp_nhận được trong tầm_giá tính_năng nổi_bật nghe chống điếc là chính nói_chung dùng để nghe tạm thì được,chất_lượng lượng sản_phẩm chấp_nhận được trong tầm_@@ giá tính_năng nổi_bật nghe chống điếc là chính nói_chung dùng để nghe tạm thì được,all_good_reviews
"Bao bì tiện lợi để mang theo, Hoàn hảo cho một bữa ăn nhẹ nhanh và lành mạnh,","bao_bì tiện_lợi để mang theo , hoàn_hảo cho một bữa ăn nhẹ nhanh và lành_mạnh ,",5,tích cực,"bao_bì tiện_lợi để mang theo , hoàn_hảo cho một bữa ăn nhẹ nhanh và lành_mạnh ,","bao_bì tiện_lợi để mang theo , hoàn_hảo cho một bữa ăn nhẹ nhanh và lành_mạnh ,",all_reviews
Nhập kính bị rơi tròng,nhập kính bị rơi tròng,3,trung lập,nhập kính bị rơi tròng,nhập kính bị rơi tròng,all_bad_reviews
"Âm thanh:Nghe ổn Tai nghe nhỏ gọn đẹp nhẹ. Khi đeo khá chắc chắn không bị tuột, nhưng pin đủ 4h! Giá tốt mà chất lượng cho 8đ.","âm_thanh nghe ổn_tai nghe nhỏ gọn đẹp nhẹ . khi đeo khá chắc_chắn không bị tuột , nhưng pin đủ 4 h ! giá tốt mà chất_lượng lượng cho 8 đ .",5,tích cực,"âm_thanh nghe ổn_tai nghe nhỏ gọn đẹp nhẹ . khi đeo khá chắc_chắn không bị tuột , nhưng pin đủ 4 h ! giá tốt mà chất_lượng_lượng cho 8 đ .","âm_thanh nghe ổ@@ n_t@@ ai nghe nhỏ gọn đẹp nhẹ . khi đeo khá chắc_chắn không bị tuột , nhưng pin đủ 4 h ! giá tốt mà chất_lượng lượng cho 8 đ .",all_good_reviews
"Lý tưởng cho một món ăn nhẹ nhanh chóng và lành mạnh, Sữa chua ngon và lành mạnh, Đóng gói tiện lợi, dễ mang theo,","lý_tưởng cho một món ăn nhẹ nhanh_chóng và lành_mạnh , sữa chua_ngon và lành_mạnh , đóng_gói tiện_lợi , dễ mang theo ,",5,tích cực,"lý_tưởng cho một món ăn nhẹ_nhanh_chóng và lành_mạnh , sữa chua_ngon và lành_mạnh , đóng_gói tiện_lợi , dễ mang theo ,","lý_tưởng cho một món ăn nhẹ nhanh_chóng và lành_mạnh , sữa chua_@@ ngon và lành_mạnh , đóng_gói tiện_lợi , dễ mang theo ,",all_reviews
Độ dày:ok Bảo vệ:ok Chất liệu:ok Thiếu mất nút nguồn,độ dày_ok bảo_vệ ok chất_lượng liệu ok thiếu mất nút nguồn,3,tích cực,độ dày_ok bảo_vệ ok chất_lượng_liệu ok thiếu mất nút nguồn,độ dày_@@ ok bảo_vệ ok chất_lượng liệu ok thiếu mất nút nguồn,all_bad_reviews
Chất liệu:coton Màu sắc:trắng Đúng với mô tả:đúng Áo đẹp dày dặn nói chung rất nên mua nha kiểu dáng basic dễ mặc cao 1m7 nặng 58kg mặc size M khá ok nha mình giặt rồi chưa chụp hình kịp :’),chất_lượng liệu coton màu_sắc trắng đúng với mô_tả đúng áo đẹp dày_dặn nói_chung rất nên mua nha kiểu_dáng basic dễ mặc cao 1 m7 nặng 58 kg mặc_kích_cỡ mình khá ok_nha mình giặt rồi chưa chụp hình kịp,5,tích cực,chất_lượng_liệu coton màu_sắc trắng đúng với mô_tả đúng áo đẹp dày_dặn nói_chung rất nên mua nha kiểu_dáng_basic dễ mặc cao 1 m7 nặng 58 kg mặc_kích_cỡ mình khá ok_nha mình giặt rồi chưa chụp hình kịp,chất_lượng liệu co@@ ton màu_sắc trắng đúng với mô_tả đúng áo đẹp dày_dặn nói_chung rất nên mua nha kiểu_dáng basic dễ mặc cao 1 m@@ 7 nặng 58 kg mặc_@@ kích_cỡ mình khá ok@@ _nh@@ a mình giặt rồi chưa chụp hình kịp,all_good_reviews
K đều màu rách,không đều màu rách,2,tiêu cực,không đều màu rách,không đều màu rách,all_bad_reviews
"Vải dày, mặc vừa vặn, tuy nhiên hàng mới nhận nhăn nhúm, bèo nhèo, phải mặc 1 thời gian mới biết có bị xù lông hay không","vải dày , mặc vừa_vặn , tuy_nhiên hàng mới nhận nhăn_nhúm , bèo_nhèo , phải mặc 1 thời_gian mới biết có bị xù_lông hay không",4,tích cực,"vải dày , mặc vừa_vặn , tuy_nhiên hàng mới nhận nhăn_nhúm , bèo_nhèo , phải mặc 1 thời_gian mới biết có bị xù_lông hay không","vải dày , mặc vừa_vặn , tuy_nhiên hàng mới nhận nhăn_nh@@ úm , bèo_@@ nh@@ èo , phải mặc 1 thời_gian mới biết có bị x@@ ù_l@@ ông hay không",all_good_reviews
Áo xinh thơm nữa giao hàng nhanh lắm luôn á chất vải oke nói chung 10đ,áo xinh_thơm nữa giao hàng nhanh lắm luôn á chất_lượng vải oke nói_chung 10 đ,5,tích cực,áo xinh_thơm nữa giao hàng nhanh lắm luôn á_chất_lượng vải oke nói_chung 10 đ,áo xi@@ nh_th@@ ơm nữa giao hàng nhanh lắm luôn á chất_lượng vải o@@ ke nói_chung 10 đ,all_good_reviews
Chất lượng sản phẩm:tốt Tính năng nổi bật:bass khá to nghe rất là sướng,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật bass khá to nghe rất là sướng,5,tích cực,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật bass khá to nghe rất là sướng,chất_lượng lượng sản_phẩm tốt tính_năng nổi_bật bass khá to nghe rất là sướng,all_good_reviews
Hình xăm ko được rõ nét Xăm vào chờ hơn 1 ngày vẫn mờ Dễ bị hỏng hình,hình xăm không được rõ nét xăm vào chờ hơn 1 ngày vẫn mờ dễ bị hỏng hình,2,tiêu cực,hình xăm không được rõ nét xăm vào chờ hơn 1 ngày vẫn mờ dễ bị hỏng hình,hình xăm không được rõ nét xăm vào chờ hơn 1 ngày vẫn mờ dễ bị hỏng hình,all_bad_reviews
"Hoàn hảo cho cả phong cách thường ngày và thể thao, Vừa vặn hoàn hảo với nhiều kích cỡ cơ thể khác nhau,","hoàn_hảo cho cả phong_cách thường_ngày và thể_thao , vừa vặn hoàn_hảo với nhiều kích_cỡ cơ_thể khác nhau ,",5,tích cực,"hoàn_hảo cho cả phong_cách thường_ngày và thể_thao , vừa vặn_hoàn_hảo với nhiều kích_cỡ_cơ_thể khác nhau ,","hoàn_hảo cho cả phong_cách thường_ngày và thể_thao , vừa vặn hoàn_hảo với nhiều kích_cỡ cơ_thể khác nhau ,",all_reviews
Giao hang đúng hẹn. San phan dung mieu ta. Cho shop 5 sao nhe ok,giao hang đúng hẹn . san phan_dung_mieu ta . cho shop 5 sao nhe ok,5,tích cực,giao hang đúng hẹn . san phan_dung_mieu ta . cho shop 5 sao nhe ok,giao hang đúng hẹn . san ph@@ an_@@ dung_@@ mi@@ eu ta . cho shop 5 sao nhe ok,all_good_reviews
đeo dễ bị tuột ra,đeo dễ bị tuột ra,4,tích cực,đeo dễ bị tuột ra,đeo dễ bị tuột ra,all_good_reviews
"Giao hàng nhanh, áo may đẹp vải không bị mỏng quá, áo giao tới lại còn thơm nữa rất đáng 5s luôn","giao hàng nhanh , áo_may đẹp vải không bị mỏng quá , áo giao tới lại còn thơm nữa rất đáng 5 s luôn",5,tích cực,"giao hàng nhanh , áo_may đẹp vải không bị mỏng quá , áo giao tới lại còn thơm nữa rất đáng 5 s luôn","giao hàng nhanh , áo_@@ may đẹp vải không bị mỏng quá , áo giao tới lại còn thơm nữa rất đáng 5 s luôn",all_good_reviews
"Chất liệu:cotton Màu sắc:đen sản phẩm tốt đã mua nhiều lần ở shop, đóng gói chắc chắn giao hàng nhanh","chất_lượng liệu cotton màu_sắc đen sản_phẩm tốt đã mua nhiều lần ở shop , đóng_gói chắc_chắn giao hàng nhanh",5,tích cực,"chất_lượng_liệu cotton màu_sắc đen sản_phẩm tốt đã mua nhiều lần ở shop , đóng_gói chắc_chắn giao hàng nhanh","chất_lượng liệu cotton màu_sắc đen sản_phẩm tốt đã mua nhiều lần ở shop , đóng_gói chắc_chắn giao hàng nhanh",all_good_reviews
"Áo vải ok lắm nhe mn, rẻ mà chất lượng quãi, tui tưởng nó mỏng lắm nhưng khum, nó dày vừa, ko dày quá ko mỏng quá","áo vải ok lắm nhe mọi người , rẻ mà chất_lượng lượng quãi , tui tưởng nó mỏng lắm nhưng khum , nó dày vừa , không dày quá không mỏng quá",5,tích cực,"áo vải ok lắm nhe mọi người , rẻ mà chất_lượng_lượng quãi , tui tưởng nó mỏng lắm nhưng khum , nó dày vừa , không dày quá không mỏng quá","áo vải ok lắm nhe mọi người , rẻ mà chất_lượng lượng qu@@ ãi , tui tưởng nó mỏng lắm nhưng khu@@ m , nó dày vừa , không dày quá không mỏng quá",all_good_reviews
Tai nghe cũng ok tiền nào của đấy k trông mong nhiều hơn,tai nghe cũng ok tiền nào của đấy không trông_mong nhiều hơn,4,tích cực,tai nghe cũng ok tiền nào của đấy không trông_mong nhiều hơn,tai nghe cũng ok tiền nào của đấy không trông_mong nhiều hơn,all_good_reviews
"Bao bì tiện lợi để mang theo, Bao bì lạnh đảm bảo độ tươi, Hương vị tự nhiên tươi mát, Tăng cường hệ thống miễn dịch và thúc đẩy tiêu hóa, Giá trị tuyệt vời cho số tiền bỏ ra,","bao_bì tiện_lợi để mang theo , bao_bì lạnh đảm_bảo độ tươi , hương_vị tự_nhiên tươi_mát , tăng_cường hệ_thống miễn_dịch và thúc_đẩy tiêu_hóa , giá_trị tuyệt_vời cho số tiền bỏ ra ,",5,tích cực,"bao_bì tiện_lợi để mang theo , bao_bì lạnh đảm_bảo_độ tươi , hương_vị tự_nhiên tươi_mát , tăng_cường hệ_thống miễn_dịch và thúc_đẩy tiêu_hóa , giá_trị tuyệt_vời cho số tiền bỏ ra ,","bao_bì tiện_lợi để mang theo , bao_bì lạnh đảm_bảo độ tươi , hương_vị tự_nhiên tươi_mát , tăng_cường hệ_thống miễn_dịch và thúc_đẩy tiêu_h@@ ó@@ a , giá_trị tuyệt_vời cho số tiền bỏ ra ,",all_reviews
"Hình ảnh và video chỉ mang tính chất nhận xu Lần 1 đợi nửa tháng shop mới giao cho đơn vị vận chuyển mà shop còn giao thiếu. Lần 2 shop giao bổ sung thì khoảng 1 tuần là nhận Lần đầu mua hàng quốc tế lâu tới như vậy, nên chỉ đánh giá 3 sao thôi","hình_ảnh và video chỉ mang tính_chất_lượng nhận xu lần 1 đợi nửa tháng shop mới giao cho đơn_vị vận_chuyển mà shop còn giao thiếu . lần 2 shop giao bổ_sung thì khoảng 1 tuần là nhận lần đầu mua hàng quốc_tế lâu tới như_vậy , nên chỉ đánh_giá 3 sao thôi",3,trung lập,"hình_ảnh và video chỉ mang tính_chất_lượng nhận xu lần 1 đợi nửa tháng shop mới giao cho đơn_vị vận_chuyển mà shop còn giao thiếu . lần 2 shop giao_bổ_sung thì khoảng 1 tuần là nhận lần đầu mua hàng quốc_tế lâu tới như_vậy , nên chỉ đánh_giá 3 sao thôi","hình_ảnh và video chỉ mang tính_@@ chất_lượng nhận xu lần 1 đợi nửa tháng shop mới giao cho đơn_vị vận_chuyển mà shop còn giao thiếu . lần 2 shop giao bổ_sung thì khoảng 1 tuần là nhận lần đầu mua hàng quốc_tế lâu tới như_vậy , nên chỉ đánh_giá 3 sao thôi",all_bad_reviews
Áo thun siêu đẹp nha mọi người Vải không dày cũng không mỏng Shop giao hàng siêu nhanh 2 ngày là mình nhận được Cho shop 5*,áo thun siêu đẹp_nha mọi người vải không dày cũng không mỏng shop giao hàng siêu nhanh 2 ngày là mình nhận được cho shop 5,5,tích cực,áo thun siêu_đẹp_nha mọi người vải không dày cũng không mỏng shop giao hàng siêu nhanh 2 ngày là mình nhận được cho shop 5,áo thun siêu đẹp_@@ nha mọi người vải không dày cũng không mỏng shop giao hàng siêu nhanh 2 ngày là mình nhận được cho shop 5,all_good_reviews
0k mọi thứ đều tốt,0 k mọi thứ đều tốt,5,tích cực,0 k mọi thứ đều tốt,0 k mọi thứ đều tốt,all_reviews
Nghe có vẻ hay đấy chứ không phải là là tuyệt đối không nên nói là không thể chấp nhận nổi,nghe có_vẻ hay đấy chứ không phải là_là tuyệt_đối không nên nói là không_thể chấp_nhận nổi,4,tích cực,nghe có_vẻ hay đấy chứ không phải là_là tuyệt_đối không nên nói là không_thể chấp_nhận nổi,nghe có_vẻ hay đấy chứ không phải là_là tuyệt_đối không nên nói là không_thể chấp_nhận nổi,all_good_reviews
ko đúng hình mẫu,không đúng hình_mẫu,1,tiêu cực,không đúng hình_mẫu,không đúng hình_mẫu,all_bad_reviews
phần tái bản này mình mua tặng. đang chờ nó đọ xong mưownn. phàn trước mình đọ thì rất thích rồi.,phần tái_bản này mình mua tặng . đang chờ nó đọ xong mưownn . phàn trước mình đọ thì rất thích rồi .,4,tích cực,phần tái_bản này mình mua tặng . đang chờ nó đọ xong mưownn . phàn trước mình đọ thì rất thích rồi .,phần tái_bản này mình mua tặng . đang chờ nó đọ xong mư@@ ow@@ nn . ph@@ àn trước mình đọ thì rất thích rồi .,all_reviews
"Mình đặt nhiều thứ shop soạn rất đúng sản phẩm, quần jeans chuẩn size co giãn màu đẹp rất ok, với giá này có được cái quần chất lượng quá hài lòng rồi, cho 5 sao bữa sau mua lại","mình đặt nhiều thứ shop_soạn rất đúng sản_phẩm , quần_jeans chuẩn_kích_cỡ co_giãn màu đẹp rất ok , với giá này có được cái quần chất_lượng lượng quá hài_lòng rồi , cho 5 sao bữa sau mua lại",5,tích cực,"mình đặt nhiều thứ shop_soạn rất đúng sản_phẩm , quần_jeans chuẩn_kích_cỡ co_giãn màu đẹp rất ok , với giá này có được cái quần chất_lượng_lượng quá hài_lòng rồi , cho 5 sao bữa sau mua lại","mình đặt nhiều thứ sho@@ p_@@ soạn rất đúng sản_phẩm , quần_@@ jeans chuẩn_@@ kích_cỡ co_giãn màu đẹp rất ok , với giá này có được cái quần chất_lượng lượng quá hài_lòng rồi , cho 5 sao bữa sau mua lại",all_reviews
